"obs","paper_id","paper_obs_count","i_report","la","la_type","la_aggmean","la_indmean","la_indmedian","both_stats","se","se_imp","se_type","se_calc","se_calc_method","main_citation","main_title","main_lastnames","main_firstnames","main_yearpub","main_published","main_journal","main_affliations","pub_econtopfive","pub_regular","pub_unpub","pub_type_1","pub_type_2","journal_if","journal_if_std","data_type","type_lab_exp","type_field_exp","type_class_exp","type_online_exp","type_gameshow","type_field_other","location","loc_lab","loc_field","loc_online","loc_class","subject","subject_children","subject_uni","subject_elderly","subject_gen","subject_farmer","subject_mixed","subject_unknown","subject_monkey","reward","reward_type","reward_real","reward_money","reward_food","reward_cons_good","reward_env_good","reward_health","reward_other","reward_mixed","method","method_question","method_seqbin","method_mpl","method_matching","method_bdm","method_gp","method_other","method_other_type","computer","spec_u","spec_u_fine","spec_u_est","spec_u_crra","spec_u_crra_eq","spec_u_crra_noneq","spec_u_cara","spec_u_linear","spec_u_other","spec_nonparametric","spec_rp","spec_rp_statusquo","spec_rp_expectation","spec_rp_zero","spec_rp_other","la_def","loss_tversky_kahneman","loss_koebberling_wakker","loss_neilson","loss_wakker_tversky","loss_bowman","loss_koszegi_rabin","loss_other","loc_country","loc_state","loc_city","continent","continent_africa","continent_europe","continent_s_america","continent_asia","continent_oceania","continent_n_america","continent_multiple","journal_category","journal_cat_1","journal_cat_2","cat_econ","cat_psych","cat_neuro","cat_agri","cat_medical","cat_mgt","cat_transport","cat_multi"
33,9,1,33,6.134,"Aggregate",1,0,0,0,2.17,2.17,"SE reported",0,NA,"Kivetz et al. (2004)","Alternative Models for Capturing the Compromise Effect","Kivetz; Netzer; Srinivasan","Ran; Oded; V",2004,1,"Journal of Marketing Research","Columbia University; Columbia University; Stanford University",0,1,0,"Published","Published",4.2,0.136274659540295,"Field experiment",0,1,0,0,0,0,"Field",0,1,0,0,"General",0,0,0,1,0,0,0,0,"Cons. good","Non-money","Hypothetical",0,0,1,0,0,0,0,"Questionnaire",1,0,0,0,0,0,0,NA,0,"NA","NA",0,0,0,0,0,0,0,0,"Other",0,0,0,1,"Tversky-Kahneman",1,0,0,0,0,0,0,"USA",NA,NA,"North America",0,0,0,0,0,1,0,"Economics","Economics","Business",1,0,0,0,0,0,0,0
34,9,2,34,2.939,"Aggregate",1,0,0,0,1.048,1.048,"SE reported",0,NA,"Kivetz et al. (2004)","Alternative Models for Capturing the Compromise Effect","Kivetz; Netzer; Srinivasan","Ran; Oded; V",2004,1,"Journal of Marketing Research","Columbia University; Columbia University; Stanford University",0,1,0,"Published","Published",4.2,0.136274659540295,"Field experiment",0,1,0,0,0,0,"Field",0,1,0,0,"General",0,0,0,1,0,0,0,0,"Cons. good","Non-money","Hypothetical",0,0,1,0,0,0,0,"Questionnaire",1,0,0,0,0,0,0,NA,0,"NA","NA",0,0,0,0,0,0,0,0,"Other",0,0,0,1,"Tversky-Kahneman",1,0,0,0,0,0,0,"USA",NA,NA,"North America",0,0,0,0,0,1,0,"Economics","Economics","Business",1,0,0,0,0,0,0,0
35,9,3,35,4.161,"Aggregate",1,0,0,0,0.853,0.853,"SE reported",0,NA,"Kivetz et al. (2004)","Alternative Models for Capturing the Compromise Effect","Kivetz; Netzer; Srinivasan","Ran; Oded; V",2004,1,"Journal of Marketing Research","Columbia University; Columbia University; Stanford University",0,1,0,"Published","Published",4.2,0.136274659540295,"Field experiment",0,1,0,0,0,0,"Field",0,1,0,0,"General",0,0,0,1,0,0,0,0,"Cons. good","Non-money","Hypothetical",0,0,1,0,0,0,0,"Questionnaire",1,0,0,0,0,0,0,NA,0,"NA","NA",0,0,0,0,0,0,0,0,"Other",0,0,0,1,"Tversky-Kahneman",1,0,0,0,0,0,0,"USA",NA,NA,"North America",0,0,0,0,0,1,0,"Economics","Economics","Business",1,0,0,0,0,0,0,0
36,9,4,36,1.605,"Aggregate",1,0,0,0,0.397,0.397,"SE reported",0,NA,"Kivetz et al. (2004)","Alternative Models for Capturing the Compromise Effect","Kivetz; Netzer; Srinivasan","Ran; Oded; V",2004,1,"Journal of Marketing Research","Columbia University; Columbia University; Stanford University",0,1,0,"Published","Published",4.2,0.136274659540295,"Field experiment",0,1,0,0,0,0,"Field",0,1,0,0,"General",0,0,0,1,0,0,0,0,"Cons. good","Non-money","Hypothetical",0,0,1,0,0,0,0,"Questionnaire",1,0,0,0,0,0,0,NA,0,"NA","NA",0,0,0,0,0,0,0,0,"Other",0,0,0,1,"Tversky-Kahneman",1,0,0,0,0,0,0,"USA",NA,NA,"North America",0,0,0,0,0,1,0,"Economics","Economics","Business",1,0,0,0,0,0,0,0
37,10,1,37,1.1777,"Aggregate",1,0,0,0,0.0633,0.0633,"SE reported",0,NA,"Klapper et al. (2005)","Another Look at Loss Aversion in Brand Choice Data: Can We Characterize the Loss Averse Consumer?","Klapper; Ebling; Temme","Daniel; Christine; Jarg",2005,1,"International Journal of Research in Marketing","Christian-Albrechts-Universitat Zu Kiel",0,1,0,"Published","Published",3.32,-0.0106217396324941,"Other field data",0,0,0,0,0,1,"Field",0,1,0,0,"General",0,0,0,1,0,0,0,0,"Money","Money - H","Hypothetical",1,0,0,0,0,0,0,"Questionnaire",1,0,0,0,0,0,0,NA,0,"Other parametric","Other parametric",0,0,0,0,0,0,1,0,"Other",0,0,0,1,"Tversky-Kahneman",1,0,0,0,0,0,0,"Germany",NA,NA,"Europe",0,1,0,0,0,0,0,"Economics","Economics & Business","Business",1,0,0,0,0,0,0,0
38,10,2,38,1.1069,"Aggregate",1,0,0,0,0.0632,0.0632,"SE reported",0,NA,"Klapper et al. (2005)","Another Look at Loss Aversion in Brand Choice Data: Can We Characterize the Loss Averse Consumer?","Klapper; Ebling; Temme","Daniel; Christine; Jarg",2005,1,"International Journal of Research in Marketing","Christian-Albrechts-Universitat Zu Kiel",0,1,0,"Published","Published",3.32,-0.0106217396324941,"Other field data",0,0,0,0,0,1,"Field",0,1,0,0,"General",0,0,0,1,0,0,0,0,"Money","Money - H","Hypothetical",1,0,0,0,0,0,0,"Questionnaire",1,0,0,0,0,0,0,NA,0,"Other parametric","Other parametric",0,0,0,0,0,0,1,0,"Other",0,0,0,1,"Tversky-Kahneman",1,0,0,0,0,0,0,"Germany",NA,NA,"Europe",0,1,0,0,0,0,0,"Economics","Economics & Business","Business",1,0,0,0,0,0,0,0
39,11,1,39,2.654,"Aggregate",1,0,0,0,0.551,0.551,"SE reported",0,NA,"Chen et al. (2006)","How Basic are Behavioral Biases? Evidence from Capuchin Monkey Trading Behavior","Chen; Lakshminarayanan; Santos","M Keith; Venkat; Laurie R",2006,1,"Journal of Political Economy","Yale University",1,0,0,"Published","Econ Top 5",6.342,0.493833849344971,"Lab experiment",1,0,0,0,0,0,"Lab",1,0,0,0,"Monkey",0,0,0,0,0,0,0,1,"Food","Non-money","Hypothetical",0,1,0,0,0,0,0,"Other",0,0,0,0,0,0,1,NA,0,"NA","NA",1,0,0,0,0,0,0,0,"Expectation",0,1,0,0,"Koszegi-Rabin",0,0,0,0,0,1,0,"USA",NA,NA,"North America",0,0,0,0,0,1,0,"Economics","Economics","Economics & Business",1,0,0,0,0,0,0,0
40,11,2,40,2.813,"Aggregate",1,0,0,0,0.642,0.642,"SE reported",0,NA,"Chen et al. (2006)","How Basic are Behavioral Biases? Evidence from Capuchin Monkey Trading Behavior","Chen; Lakshminarayanan; Santos","M Keith; Venkat; Laurie R",2006,1,"Journal of Political Economy","Yale University",1,0,0,"Published","Econ Top 5",6.342,0.493833849344971,"Lab experiment",1,0,0,0,0,0,"Lab",1,0,0,0,"Monkey",0,0,0,0,0,0,0,1,"Food","Non-money","Hypothetical",0,1,0,0,0,0,0,"Other",0,0,0,0,0,0,1,NA,0,"NA","NA",1,0,0,0,0,0,0,0,"Expectation",0,1,0,0,"Koszegi-Rabin",0,0,0,0,0,1,0,"USA",NA,NA,"North America",0,0,0,0,0,1,0,"Economics","Economics","Economics & Business",1,0,0,0,0,0,0,0
41,12,1,41,1.66,"Ind. mean",0,1,0,1,NA,0.0765,"SE imputed",0,NA,"Johnson et al. (2006)","Exploring the Nature of Loss Aversion","Johnson; Gächter; Herrmann","Eric; Simon; Andreas",2006,0,NA,"Columbia University; Unicersity of Nottingham; University of St. Gallen",0,0,1,"Unpublished","Unpublished",NA,NA,"Field experiment",0,1,0,0,0,0,"Field",0,1,0,0,"General",0,0,0,1,0,0,0,0,"Cons. good","Non-money","Hypothetical",0,0,1,0,0,0,0,"Questionnaire",1,0,0,0,0,0,0,NA,0,"NA","NA",0,0,0,0,0,0,0,0,"Other",0,0,0,1,"Tversky-Kahneman",1,0,0,0,0,0,0,"UK",NA,NA,"Europe",0,1,0,0,0,0,0,"Unpublished",NA,NA,0,0,0,0,0,0,0,0
42,12,2,41,1.56,"Ind. median",0,0,1,1,NA,0.04989,"SE imputed",0,NA,"Johnson et al. (2006)","Exploring the Nature of Loss Aversion","Johnson; Gächter; Herrmann","Eric; Simon; Andreas",2006,0,NA,"Columbia University; Unicersity of Nottingham; University of St. Gallen",0,0,1,"Unpublished","Unpublished",NA,NA,"Field experiment",0,1,0,0,0,0,"Field",0,1,0,0,"General",0,0,0,1,0,0,0,0,"Cons. good","Non-money","Hypothetical",0,0,1,0,0,0,0,"Questionnaire",1,0,0,0,0,0,0,NA,0,"NA","NA",0,0,0,0,0,0,0,0,"Other",0,0,0,1,"Tversky-Kahneman",1,0,0,0,0,0,0,"UK",NA,NA,"Europe",0,1,0,0,0,0,0,"Unpublished",NA,NA,0,0,0,0,0,0,0,0
43,12,3,42,1.89,"Ind. mean",0,1,0,1,NA,0.06096,"SE imputed",0,NA,"Johnson et al. (2006)","Exploring the Nature of Loss Aversion","Johnson; Gächter; Herrmann","Eric; Simon; Andreas",2006,0,NA,"Columbia University; Unicersity of Nottingham; University of St. Gallen",0,0,1,"Unpublished","Unpublished",NA,NA,"Field experiment",0,1,0,0,0,0,"Field",0,1,0,0,"General",0,0,0,1,0,0,0,0,"Cons. good","Non-money","Hypothetical",0,0,1,0,0,0,0,"Questionnaire",1,0,0,0,0,0,0,NA,0,"NA","NA",0,0,0,0,0,0,0,0,"Other",0,0,0,1,"Tversky-Kahneman",1,0,0,0,0,0,0,"UK",NA,NA,"Europe",0,1,0,0,0,0,0,"Unpublished",NA,NA,0,0,0,0,0,0,0,0
44,12,4,42,1.68,"Ind. median",0,0,1,1,NA,1.32189,"SE imputed",0,NA,"Johnson et al. (2006)","Exploring the Nature of Loss Aversion","Johnson; Gächter; Herrmann","Eric; Simon; Andreas",2006,0,NA,"Columbia University; Unicersity of Nottingham; University of St. Gallen",0,0,1,"Unpublished","Unpublished",NA,NA,"Field experiment",0,1,0,0,0,0,"Field",0,1,0,0,"General",0,0,0,1,0,0,0,0,"Cons. good","Non-money","Hypothetical",0,0,1,0,0,0,0,"Questionnaire",1,0,0,0,0,0,0,NA,0,"NA","NA",0,0,0,0,0,0,0,0,"Other",0,0,0,1,"Tversky-Kahneman",1,0,0,0,0,0,0,"UK",NA,NA,"Europe",0,1,0,0,0,0,0,"Unpublished",NA,NA,0,0,0,0,0,0,0,0
45,12,5,43,1.89,"Ind. mean",0,1,0,1,NA,0.15653,"SE imputed",0,NA,"Johnson et al. (2006)","Exploring the Nature of Loss Aversion","Johnson; Gächter; Herrmann","Eric; Simon; Andreas",2006,0,NA,"Columbia University; Unicersity of Nottingham; University of St. Gallen",0,0,1,"Unpublished","Unpublished",NA,NA,"Field experiment",0,1,0,0,0,0,"Field",0,1,0,0,"General",0,0,0,1,0,0,0,0,"Cons. good","Non-money","Hypothetical",0,0,1,0,0,0,0,"Questionnaire",1,0,0,0,0,0,0,NA,0,"NA","NA",0,0,0,0,0,0,0,0,"Other",0,0,0,1,"Tversky-Kahneman",1,0,0,0,0,0,0,"UK",NA,NA,"Europe",0,1,0,0,0,0,0,"Unpublished",NA,NA,0,0,0,0,0,0,0,0
46,12,6,43,1.83,"Ind. median",0,0,1,1,NA,0.08337,"SE imputed",0,NA,"Johnson et al. (2006)","Exploring the Nature of Loss Aversion","Johnson; Gächter; Herrmann","Eric; Simon; Andreas",2006,0,NA,"Columbia University; Unicersity of Nottingham; University of St. Gallen",0,0,1,"Unpublished","Unpublished",NA,NA,"Field experiment",0,1,0,0,0,0,"Field",0,1,0,0,"General",0,0,0,1,0,0,0,0,"Cons. good","Non-money","Hypothetical",0,0,1,0,0,0,0,"Questionnaire",1,0,0,0,0,0,0,NA,0,"NA","NA",0,0,0,0,0,0,0,0,"Other",0,0,0,1,"Tversky-Kahneman",1,0,0,0,0,0,0,"UK",NA,NA,"Europe",0,1,0,0,0,0,0,"Unpublished",NA,NA,0,0,0,0,0,0,0,0
47,12,7,44,1.94,"Ind. mean",0,1,0,1,NA,0.09136,"SE imputed",0,NA,"Johnson et al. (2006)","Exploring the Nature of Loss Aversion","Johnson; Gächter; Herrmann","Eric; Simon; Andreas",2006,0,NA,"Columbia University; Unicersity of Nottingham; University of St. Gallen",0,0,1,"Unpublished","Unpublished",NA,NA,"Field experiment",0,1,0,0,0,0,"Field",0,1,0,0,"General",0,0,0,1,0,0,0,0,"Cons. good","Non-money","Hypothetical",0,0,1,0,0,0,0,"Questionnaire",1,0,0,0,0,0,0,NA,0,"NA","NA",0,0,0,0,0,0,0,0,"Other",0,0,0,1,"Tversky-Kahneman",1,0,0,0,0,0,0,"UK",NA,NA,"Europe",0,1,0,0,0,0,0,"Unpublished",NA,NA,0,0,0,0,0,0,0,0
48,12,8,44,1.8,"Ind. median",0,0,1,1,NA,0.20731,"SE imputed",0,NA,"Johnson et al. (2006)","Exploring the Nature of Loss Aversion","Johnson; Gächter; Herrmann","Eric; Simon; Andreas",2006,0,NA,"Columbia University; Unicersity of Nottingham; University of St. Gallen",0,0,1,"Unpublished","Unpublished",NA,NA,"Field experiment",0,1,0,0,0,0,"Field",0,1,0,0,"General",0,0,0,1,0,0,0,0,"Cons. good","Non-money","Hypothetical",0,0,1,0,0,0,0,"Questionnaire",1,0,0,0,0,0,0,NA,0,"NA","NA",0,0,0,0,0,0,0,0,"Other",0,0,0,1,"Tversky-Kahneman",1,0,0,0,0,0,0,"UK",NA,NA,"Europe",0,1,0,0,0,0,0,"Unpublished",NA,NA,0,0,0,0,0,0,0,0
49,13,1,45,2.04,"Ind. mean",0,1,0,1,0.20207,0.20207,"SE reported",0,NA,"Abdellaoui et al. (2007)","Loss Aversion under Prospect Theory: A Parameter-Free Measurement","Abdellaoui; Bleichrodt; Paraschiv","Mohammed; Han; Corina",2007,1,"Management Science","GREG-HEC; HEC-Paris; Erasmus University; University of Rennes 1-CREM",0,1,0,"Published","Published",4.219,0.139446286340617,"Lab experiment",1,0,0,0,0,0,"Lab",1,0,0,0,"Uni. population",0,1,0,0,0,0,0,0,"Money","Money - H","Hypothetical",1,0,0,0,0,0,0,"MPL",0,0,1,0,0,0,0,NA,1,"CRRA","CRRA (eq)",0,1,1,0,0,0,0,0,"Zero",0,0,1,0,"Tversky-Kahneman",1,0,0,0,0,0,0,"France",NA,"Cachan","Europe",0,1,0,0,0,0,0,"Business/Management","Management","Operations Research & Management Science",0,0,0,0,0,1,0,0
50,13,2,45,1.69,"Ind. median",0,0,1,1,0.20207,0.20207,"SE reported",0,NA,"Abdellaoui et al. (2007)","Loss Aversion under Prospect Theory: A Parameter-Free Measurement","Abdellaoui; Bleichrodt; Paraschiv","Mohammed; Han; Corina",2007,1,"Management Science","GREG-HEC; HEC-Paris; Erasmus University; University of Rennes 1-CREM",0,1,0,"Published","Published",4.219,0.139446286340617,"Lab experiment",1,0,0,0,0,0,"Lab",1,0,0,0,"Uni. population",0,1,0,0,0,0,0,0,"Money","Money - H","Hypothetical",1,0,0,0,0,0,0,"MPL",0,0,1,0,0,0,0,NA,1,"CRRA","CRRA (eq)",0,1,1,0,0,0,0,0,"Zero",0,0,1,0,"Tversky-Kahneman",1,0,0,0,0,0,0,"France",NA,"Cachan","Europe",0,1,0,0,0,0,0,"Business/Management","Management","Operations Research & Management Science",0,0,0,0,0,1,0,0
51,13,3,46,1.07,"Ind. mean",0,1,0,1,0.16887,0.16887,"SE reported",0,NA,"Abdellaoui et al. (2007)","Loss Aversion under Prospect Theory: A Parameter-Free Measurement","Abdellaoui; Bleichrodt; Paraschiv","Mohammed; Han; Corina",2007,1,"Management Science","GREG-HEC; HEC-Paris; Erasmus University; University of Rennes 1-CREM",0,1,0,"Published","Published",4.219,0.139446286340617,"Lab experiment",1,0,0,0,0,0,"Lab",1,0,0,0,"Uni. population",0,1,0,0,0,0,0,0,"Money","Money - H","Hypothetical",1,0,0,0,0,0,0,"MPL",0,0,1,0,0,0,0,NA,1,"CRRA","CRRA (eq)",0,1,1,0,0,0,0,0,"Zero",0,0,1,0,"Neilson",0,0,1,0,0,0,0,"France",NA,"Cachan","Europe",0,1,0,0,0,0,0,"Business/Management","Management","Operations Research & Management Science",0,0,0,0,0,1,0,0
52,13,4,46,0.74,"Ind. median",0,0,1,1,0.16887,0.16887,"SE reported",0,NA,"Abdellaoui et al. (2007)","Loss Aversion under Prospect Theory: A Parameter-Free Measurement","Abdellaoui; Bleichrodt; Paraschiv","Mohammed; Han; Corina",2007,1,"Management Science","GREG-HEC; HEC-Paris; Erasmus University; University of Rennes 1-CREM",0,1,0,"Published","Published",4.219,0.139446286340617,"Lab experiment",1,0,0,0,0,0,"Lab",1,0,0,0,"Uni. population",0,1,0,0,0,0,0,0,"Money","Money - H","Hypothetical",1,0,0,0,0,0,0,"MPL",0,0,1,0,0,0,0,NA,1,"CRRA","CRRA (eq)",0,1,1,0,0,0,0,0,"Zero",0,0,1,0,"Neilson",0,0,1,0,0,0,0,"France",NA,"Cachan","Europe",0,1,0,0,0,0,0,"Business/Management","Management","Operations Research & Management Science",0,0,0,0,0,1,0,0
53,13,5,47,1.71,"Ind. mean",0,1,0,1,0.14001,0.14001,"SE reported",0,NA,"Abdellaoui et al. (2007)","Loss Aversion under Prospect Theory: A Parameter-Free Measurement","Abdellaoui; Bleichrodt; Paraschiv","Mohammed; Han; Corina",2007,1,"Management Science","GREG-HEC; HEC-Paris; Erasmus University; University of Rennes 1-CREM",0,1,0,"Published","Published",4.219,0.139446286340617,"Lab experiment",1,0,0,0,0,0,"Lab",1,0,0,0,"Uni. population",0,1,0,0,0,0,0,0,"Money","Money - H","Hypothetical",1,0,0,0,0,0,0,"MPL",0,0,1,0,0,0,0,NA,1,"CRRA","CRRA (eq)",0,1,1,0,0,0,0,0,"Zero",0,0,1,0,"Wakker-Tversky",0,0,0,1,0,0,0,"France",NA,"Cachan","Europe",0,1,0,0,0,0,0,"Business/Management","Management","Operations Research & Management Science",0,0,0,0,0,1,0,0
54,13,6,47,1.48,"Ind. median",0,0,1,1,0.14001,0.14001,"SE reported",0,NA,"Abdellaoui et al. (2007)","Loss Aversion under Prospect Theory: A Parameter-Free Measurement","Abdellaoui; Bleichrodt; Paraschiv","Mohammed; Han; Corina",2007,1,"Management Science","GREG-HEC; HEC-Paris; Erasmus University; University of Rennes 1-CREM",0,1,0,"Published","Published",4.219,0.139446286340617,"Lab experiment",1,0,0,0,0,0,"Lab",1,0,0,0,"Uni. population",0,1,0,0,0,0,0,0,"Money","Money - H","Hypothetical",1,0,0,0,0,0,0,"MPL",0,0,1,0,0,0,0,NA,1,"CRRA","CRRA (eq)",0,1,1,0,0,0,0,0,"Zero",0,0,1,0,"Wakker-Tversky",0,0,0,1,0,0,0,"France",NA,"Cachan","Europe",0,1,0,0,0,0,0,"Business/Management","Management","Operations Research & Management Science",0,0,0,0,0,1,0,0
55,13,7,48,0.74,"Ind. mean",0,1,0,1,0.09959,0.09959,"SE reported",0,NA,"Abdellaoui et al. (2007)","Loss Aversion under Prospect Theory: A Parameter-Free Measurement","Abdellaoui; Bleichrodt; Paraschiv","Mohammed; Han; Corina",2007,1,"Management Science","GREG-HEC; HEC-Paris; Erasmus University; University of Rennes 1-CREM",0,1,0,"Published","Published",4.219,0.139446286340617,"Lab experiment",1,0,0,0,0,0,"Lab",1,0,0,0,"Uni. population",0,1,0,0,0,0,0,0,"Money","Money - H","Hypothetical",1,0,0,0,0,0,0,"MPL",0,0,1,0,0,0,0,NA,1,"CRRA","CRRA (eq)",0,1,1,0,0,0,0,0,"Zero",0,0,1,0,"Bowman",0,0,0,0,1,0,0,"France",NA,"Cachan","Europe",0,1,0,0,0,0,0,"Business/Management","Management","Operations Research & Management Science",0,0,0,0,0,1,0,0
56,13,8,48,0.43,"Ind. median",0,0,1,1,0.09959,0.09959,"SE reported",0,NA,"Abdellaoui et al. (2007)","Loss Aversion under Prospect Theory: A Parameter-Free Measurement","Abdellaoui; Bleichrodt; Paraschiv","Mohammed; Han; Corina",2007,1,"Management Science","GREG-HEC; HEC-Paris; Erasmus University; University of Rennes 1-CREM",0,1,0,"Published","Published",4.219,0.139446286340617,"Lab experiment",1,0,0,0,0,0,"Lab",1,0,0,0,"Uni. population",0,1,0,0,0,0,0,0,"Money","Money - H","Hypothetical",1,0,0,0,0,0,0,"MPL",0,0,1,0,0,0,0,NA,1,"CRRA","CRRA (eq)",0,1,1,0,0,0,0,0,"Zero",0,0,1,0,"Bowman",0,0,0,0,1,0,0,"France",NA,"Cachan","Europe",0,1,0,0,0,0,0,"Business/Management","Management","Operations Research & Management Science",0,0,0,0,0,1,0,0
57,13,9,49,8.27,"Ind. mean",0,1,0,1,2.1997,2.1997,"SE reported",0,NA,"Abdellaoui et al. (2007)","Loss Aversion under Prospect Theory: A Parameter-Free Measurement","Abdellaoui; Bleichrodt; Paraschiv","Mohammed; Han; Corina",2007,1,"Management Science","GREG-HEC; HEC-Paris; Erasmus University; University of Rennes 1-CREM",0,1,0,"Published","Published",4.219,0.139446286340617,"Lab experiment",1,0,0,0,0,0,"Lab",1,0,0,0,"Uni. population",0,1,0,0,0,0,0,0,"Money","Money - H","Hypothetical",1,0,0,0,0,0,0,"MPL",0,0,1,0,0,0,0,NA,1,"CRRA","CRRA (eq)",0,1,1,0,0,0,0,0,"Zero",0,0,1,0,"Koebberling-Wakker",0,1,0,0,0,0,0,"France",NA,"Cachan","Europe",0,1,0,0,0,0,0,"Business/Management","Management","Operations Research & Management Science",0,0,0,0,0,1,0,0
58,13,10,49,2.54,"Ind. median",0,0,1,1,2.1997,2.1997,"SE reported",0,NA,"Abdellaoui et al. (2007)","Loss Aversion under Prospect Theory: A Parameter-Free Measurement","Abdellaoui; Bleichrodt; Paraschiv","Mohammed; Han; Corina",2007,1,"Management Science","GREG-HEC; HEC-Paris; Erasmus University; University of Rennes 1-CREM",0,1,0,"Published","Published",4.219,0.139446286340617,"Lab experiment",1,0,0,0,0,0,"Lab",1,0,0,0,"Uni. population",0,1,0,0,0,0,0,0,"Money","Money - H","Hypothetical",1,0,0,0,0,0,0,"MPL",0,0,1,0,0,0,0,NA,1,"CRRA","CRRA (eq)",0,1,1,0,0,0,0,0,"Zero",0,0,1,0,"Koebberling-Wakker",0,1,0,0,0,0,0,"France",NA,"Cachan","Europe",0,1,0,0,0,0,0,"Business/Management","Management","Operations Research & Management Science",0,0,0,0,0,1,0,0
59,14,1,50,2.18,"Ind. mean",0,1,0,1,0.35,0.35,"SE reported",0,NA,"Tom et al. (2007)","The Neural Basis of Loss Aversion in Decision-Making Under Risk","Tom; Fox; Trepel; Poldrack","Sabrina M; Craig R; Christopher; Russell A",2007,1,"Science","UCLA",0,1,0,"Published","Published",41.063,6.28973143534318,"Lab experiment",1,0,0,0,0,0,"Lab",1,0,0,0,"Uni. population",0,1,0,0,0,0,0,0,"Money","Money - R","Real",1,0,0,0,0,0,0,"Seq. binary",0,1,0,0,0,0,0,NA,0,"NA","NA",0,0,0,0,0,0,0,0,"Status quo",1,0,0,0,"Tversky-Kahneman",1,0,0,0,0,0,0,"USA","CA","Los Angeles","North America",0,0,0,0,0,1,0,"Multi-disciplinary","Multidisciplinary Sciences","Multidisciplinary",0,0,0,0,0,0,0,1
60,14,2,50,1.93,"Ind. median",0,0,1,1,0.35,0.35,"SE reported",0,NA,"Tom et al. (2007)","The Neural Basis of Loss Aversion in Decision-Making Under Risk","Tom; Fox; Trepel; Poldrack","Sabrina M; Craig R; Christopher; Russell A",2007,1,"Science","UCLA",0,1,0,"Published","Published",41.063,6.28973143534318,"Lab experiment",1,0,0,0,0,0,"Lab",1,0,0,0,"Uni. population",0,1,0,0,0,0,0,0,"Money","Money - R","Real",1,0,0,0,0,0,0,"Seq. binary",0,1,0,0,0,0,0,NA,0,"NA","NA",0,0,0,0,0,0,0,0,"Status quo",1,0,0,0,"Tversky-Kahneman",1,0,0,0,0,0,0,"USA","CA","Los Angeles","North America",0,0,0,0,0,1,0,"Multi-disciplinary","Multidisciplinary Sciences","Multidisciplinary",0,0,0,0,0,0,0,1
61,15,1,51,2.61,"Ind. median",0,0,1,0,0.43219,0.43219,"SE reported",1,"IQR","Abdellaoui et al. (2008)","A Tractable Method to Measure Utility and Loss Aversion under Prospect Theory","Abdellaoui; Bleichrodt; L'Haridon","Mohammed; Han; Olivier",2008,1,"Journal of Risk and Uncertainty","GREG-HEC; HEC-Paris; Erasmus University; University of Sorbonne",0,1,0,"Published","Published",2.122,-0.210601155779087,"Lab experiment",1,0,0,0,0,0,"Lab",1,0,0,0,"Uni. population",0,1,0,0,0,0,0,0,"Money","Money - R","Real",1,0,0,0,0,0,0,"Seq. binary",0,1,0,0,0,0,0,NA,1,"CRRA","CRRA (non eq)",1,1,0,1,0,0,0,0,"Status quo",1,0,0,0,"Tversky-Kahneman",1,0,0,0,0,0,0,"France",NA,"Antenne de Bretagne","Europe",0,1,0,0,0,0,0,"Economics","Business & Economics","Business, Finance",1,0,0,0,0,0,0,0
62,16,1,52,1.3,"Aggregate",1,0,0,0,NA,0.05568,"SE imputed",0,NA,"Erev et al. (2008)","Loss Aversion, Diminishing Sensitivity, and the Effect of Experience on Repeated Decisions","Erev; Ert; Yechiam","Ido; Eyal; Eldad",2008,1,"Journal of Behavioral Decision Making","Techion",0,1,0,"Published","Published",1.791,-0.265854233195216,"Lab experiment",1,0,0,0,0,0,"Lab",1,0,0,0,"Uni. population",0,1,0,0,0,0,0,0,"Money","Money - R","Real",1,0,0,0,0,0,0,"Seq. binary",0,1,0,0,0,0,0,NA,0,"CRRA","CRRA (eq)",0,1,1,0,0,0,0,0,"Zero",0,0,1,0,"Tversky-Kahneman",1,0,0,0,0,0,0,"Israel",NA,"Haifa","Asia",0,0,0,1,0,0,0,"Psychology","Psychology, Applied","Psychiatry/Psychology",0,1,0,0,0,0,0,0
63,17,1,53,4,"Ind. mean",0,1,0,1,NA,0.07666,"SE imputed",0,NA,"Goldstein et al. (2008)","Choosing Outcomes Versus Choosing Products: Consumer-Focused Retirement Investment Advice","Goldstein; Johnson; Sharpe","Daniel G.; Eric J.; William F.",2008,1,"Journal of Consumer Research","London Business School; Columbia University; Stanford University",0,1,0,"Published","Published",4.701,0.219905450432986,"Online experiment",0,0,0,1,0,0,"Online",0,0,1,0,"General",0,0,0,1,0,0,0,0,"Other","Non-money","Hypothetical",0,0,0,0,0,1,0,"Other",0,0,0,0,0,0,1,NA,1,"CRRA","CRRA (eq)",1,1,1,0,0,0,0,0,"Other",0,0,0,1,"Koebberling-Wakker",0,1,0,0,0,0,0,"USA",NA,NA,"North America",0,0,0,0,0,1,0,"Economics","Economics","Marketing & Business Communication",1,0,0,0,0,0,0,0
